ダウンロードした時刻：2018/06/07 20:55:29

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1997/12/17,7.7,8,1,64,8,1
1997/12/18,10.2,8,1,84,8,1
1997/12/19,12.2,8,1,65,8,1
1997/12/20,11.8,8,1,63,8,1
1997/12/21,10.0,8,1,54,8,1
1997/12/22,6.1,8,1,52,8,1
1997/12/23,5.2,8,1,77,8,1
1997/12/24,6.2,8,1,63,8,1
1997/12/25,5.9,8,1,62,8,1
1997/12/26,6.7,8,1,61,8,1
1997/12/27,9.3,8,1,71,8,1
1997/12/28,9.4,8,1,63,8,1
1997/12/29,7.4,8,1,52,8,1
1997/12/30,5.5,8,1,89,8,1
1997/12/31,8.4,8,1,42,8,1
1998/12/1,12.8,8,1,77,8,1
1998/12/2,8.4,8,1,86,8,1
1998/12/3,4.0,8,1,92,8,1
1998/12/4,6.6,8,1,69,8,1
1998/12/5,7.8,8,1,85,8,1
1998/12/6,10.7,8,1,69,8,1
1998/12/7,8.0,8,1,88,8,1
1998/12/8,11.2,8,1,85,8,1
1998/12/9,10.0,8,1,61,8,1
1998/12/10,7.2,8,1,67,8,1
1998/12/11,7.4,8,1,59,8,1
1998/12/12,6.8,8,1,50,8,1
1998/12/13,7.5,8,1,66,8,1
1998/12/14,9.2,8,1,70,8,1
1998/12/15,12.1,8,1,68,8,1
1998/12/16,9.9,8,1,73,8,1
1998/12/17,11.4,8,1,49,8,1
1998/12/18,8.4,8,1,53,8,1
1998/12/19,9.4,8,1,66,8,1
1998/12/20,9.4,8,1,52,8,1
1998/12/21,8.4,8,1,34,8,1
1998/12/22,9.8,8,1,55,8,1
1998/12/23,9.3,8,1,67,8,1
1998/12/24,8.1,8,1,47,8,1
1998/12/25,6.6,8,1,54,8,1
1998/12/26,8.0,8,1,49,8,1
1998/12/27,6.9,8,1,53,8,1
1998/12/28,7.8,8,1,58,8,1
1998/12/29,8.7,8,1,68,8,1
1998/12/30,8.0,8,1,61,8,1
1998/12/31,5.3,8,1,44,8,1
1999/12/1,10.3,8,1,70,8,1
1999/12/2,9.0,8,1,90,8,1
1999/12/3,9.2,8,1,42,8,1
1999/12/4,8.0,8,1,60,8,1
1999/12/5,10.4,8,1,69,8,1
1999/12/6,10.9,8,1,82,8,1
1999/12/7,9.2,8,1,41,8,1
1999/12/8,9.0,8,1,43,8,1
1999/12/9,11.6,8,1,61,8,1
1999/12/10,11.7,8,1,57,8,1
1999/12/11,12.0,8,1,45,8,1
1999/12/12,8.6,8,1,43,8,1
1999/12/13,7.7,8,1,60,8,1
1999/12/14,7.1,8,1,54,8,1
1999/12/15,7.6,8,1,61,8,1
1999/12/16,7.2,8,1,72,8,1
1999/12/17,11.1,8,1,67,8,1
1999/12/18,7.8,8,1,63,8,1
1999/12/19,6.5,8,1,58,8,1
1999/12/20,6.4,8,1,43,8,1
1999/12/21,6.7,8,1,34,8,1
1999/12/22,5.9,8,1,44,8,1
1999/12/23,6.2,8,1,39,8,1
1999/12/24,7.8,8,1,56,8,1
1999/12/25,11.6,8,1,49,8,1
1999/12/26,7.2,8,1,43,8,1
1999/12/27,6.8,8,1,46,8,1
1999/12/28,6.8,8,1,58,8,1
1999/12/29,9.4,8,1,56,8,1
1999/12/30,9.6,8,1,67,8,1
1999/12/31,8.7,8,1,79,8,1
2000/12/1,7.5,8,1,70,8,1
2000/12/2,7.7,8,1,66,8,1
2000/12/3,8.1,8,1,74,8,1
2000/12/4,8.1,8,1,60,8,1
2000/12/5,8.9,8,1,61,8,1
2000/12/6,9.4,8,1,42,8,1
2000/12/7,6.3,8,1,40,8,1
2000/12/8,8.3,8,1,62,8,1
2000/12/9,9.5,8,1,61,8,1
2000/12/10,12.3,8,1,72,8,1
2000/12/11,9.8,8,1,55,8,1
2000/12/12,6.2,8,1,38,8,1
2000/12/13,7.3,8,1,47,8,1
2000/12/14,6.4,8,1,68,8,1
2000/12/15,8.1,8,1,58,8,1
2000/12/16,10.6,8,1,63,8,1
2000/12/17,7.8,8,1,65,8,1
2000/12/18,8.8,8,1,84,8,1
2000/12/19,11.5,8,1,66,8,1
2000/12/20,9.2,8,1,68,8,1
2000/12/21,10.2,8,1,58,8,1
2000/12/22,7.4,8,1,55,8,1
2000/12/23,9.9,8,1,66,8,1
2000/12/24,10.1,8,1,50,8,1
2000/12/25,8.3,8,1,56,8,1
2000/12/26,5.0,8,1,43,8,1
2000/12/27,5.2,8,1,32,8,1
2000/12/28,5.5,8,1,51,8,1
2000/12/29,5.1,8,1,51,8,1
2000/12/30,4.6,8,1,58,8,1
2000/12/31,7.4,8,1,67,8,1
2001/12/1,11.2,8,1,49,8,1
2001/12/2,10.9,8,1,59,8,1
2001/12/3,11.2,8,1,67,8,1
2001/12/4,9.3,8,1,81,8,1
2001/12/5,10.3,8,1,72,8,1
2001/12/6,9.1,8,1,88,8,1
2001/12/7,8.3,8,1,58,8,1
2001/12/8,8.0,8,1,50,8,1
2001/12/9,7.5,8,1,51,8,1
2001/12/10,7.1,8,1,40,8,1
2001/12/11,7.5,8,1,34,8,1
2001/12/12,8.5,8,1,44,8,1
2001/12/13,7.9,8,1,81,8,1
2001/12/14,10.8,8,1,41,8,1
2001/12/15,7.9,8,1,47,8,1
2001/12/16,7.2,8,1,43,8,1
