ダウンロードした時刻：2018/06/07 20:54:28

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1993/9/11,23.8,8,1,77,8,1
1993/9/12,23.0,8,1,80,8,1
1993/9/13,23.8,8,1,81,8,1
1993/9/14,23.2,8,1,86,8,1
1993/9/15,22.9,8,1,73,8,1
1993/9/16,23.9,8,1,78,8,1
1993/9/17,24.5,8,1,77,8,1
1993/9/18,26.6,8,1,80,8,1
1993/9/19,23.6,8,1,66,8,1
1993/9/20,22.6,8,1,64,8,1
1993/9/21,19.5,8,1,78,8,1
1993/9/22,16.6,8,1,87,8,1
1993/9/23,17.2,8,1,95,8,1
1993/9/24,19.8,8,1,91,8,1
1993/9/25,20.5,8,1,85,8,1
1993/9/26,20.9,8,1,72,8,1
1993/9/27,21.2,8,1,55,8,1
1993/9/28,20.3,8,1,63,8,1
1993/9/29,20.9,8,1,76,8,1
1993/9/30,24.9,8,1,70,8,1
1994/9/1,27.4,8,1,79,8,1
1994/9/2,25.8,8,1,79,8,1
1994/9/3,26.1,8,1,73,8,1
1994/9/4,26.4,8,1,69,8,1
1994/9/5,26.2,8,1,71,8,1
1994/9/6,28.1,8,1,71,8,1
1994/9/7,28.7,8,1,74,8,1
1994/9/8,27.7,8,1,78,8,1
1994/9/9,27.0,8,1,75,8,1
1994/9/10,27.4,8,1,80,8,1
1994/9/11,28.5,8,1,77,8,1
1994/9/12,25.3,8,1,76,8,1
1994/9/13,20.6,8,1,89,8,1
1994/9/14,19.9,8,1,95,8,1
1994/9/15,20.8,8,1,95,8,1
1994/9/16,24.0,8,1,90,8,1
1994/9/17,24.7,8,1,91,8,1
1994/9/18,25.5,8,1,77,8,1
1994/9/19,24.0,8,1,76,8,1
1994/9/20,25.9,8,1,66,8,1
1994/9/21,24.4,8,1,65,8,1
1994/9/22,21.6,8,1,84,8,1
1994/9/23,21.7,8,1,88,8,1
1994/9/24,21.4,8,1,92,8,1
1994/9/25,22.4,8,1,88,8,1
1994/9/26,21.8,8,1,73,8,1
1994/9/27,19.5,8,1,92,8,1
1994/9/28,20.5,8,1,93,8,1
1994/9/29,23.7,8,1,91,8,1
1994/9/30,27.2,8,1,76,8,1
1995/9/1,27.6,8,1,58,8,1
1995/9/2,26.3,8,1,70,8,1
1995/9/3,27.1,8,1,76,8,1
1995/9/4,26.2,8,1,63,8,1
1995/9/5,24.7,8,1,63,8,1
1995/9/6,25.3,8,1,70,8,1
1995/9/7,27.1,8,1,58,8,1
1995/9/8,23.2,8,1,71,8,1
1995/9/9,23.5,8,1,70,8,1
1995/9/10,25.7,8,1,76,8,1
1995/9/11,28.5,8,1,71,8,1
1995/9/12,23.5,8,1,60,8,1
1995/9/13,23.5,8,1,66,8,1
1995/9/14,23.9,8,1,79,8,1
1995/9/15,21.3,8,1,89,8,1
1995/9/16,19.1,8,1,93,8,1
1995/9/17,16.7,8,1,90,8,1
1995/9/18,19.6,8,1,58,8,1
1995/9/19,19.3,8,1,68,8,1
1995/9/20,18.8,8,1,67,8,1
1995/9/21,18.9,8,1,64,8,1
1995/9/22,19.3,8,1,67,8,1
1995/9/23,20.8,8,1,71,8,1
1995/9/24,23.6,8,1,84,8,1
1995/9/25,25.7,8,1,80,8,1
1995/9/26,22.4,8,1,89,8,1
1995/9/27,23.2,8,1,84,8,1
1995/9/28,23.5,8,1,61,8,1
1995/9/29,22.4,8,1,72,8,1
1995/9/30,22.3,8,1,78,8,1
1996/9/1,24.5,8,1,88,8,1
1996/9/2,26.0,8,1,80,8,1
1996/9/3,24.3,8,1,71,8,1
1996/9/4,24.0,8,1,70,8,1
1996/9/5,25.1,8,1,70,8,1
1996/9/6,25.4,8,1,81,8,1
1996/9/7,23.4,8,1,83,8,1
1996/9/8,22.8,8,1,70,8,1
1996/9/9,20.1,8,1,86,8,1
1996/9/10,20.6,8,1,85,8,1
1996/9/11,22.5,8,1,70,8,1
1996/9/12,22.2,8,1,70,8,1
1996/9/13,21.7,8,1,74,8,1
1996/9/14,18.7,8,1,94,8,1
1996/9/15,21.2,8,1,78,8,1
1996/9/16,21.4,8,1,74,8,1
1996/9/17,21.7,8,1,74,8,1
1996/9/18,22.4,8,1,73,8,1
1996/9/19,23.0,8,1,73,8,1
1996/9/20,23.1,8,1,80,8,1
1996/9/21,21.3,8,1,81,8,1
1996/9/22,20.5,8,1,88,8,1
1996/9/23,23.4,8,1,64,8,1
1996/9/24,21.7,8,1,64,8,1
1996/9/25,19.9,8,1,74,8,1
1996/9/26,20.0,8,1,78,8,1
1996/9/27,19.5,8,1,81,8,1
1996/9/28,18.4,8,1,61,8,1
1996/9/29,18.8,8,1,64,8,1
1996/9/30,16.6,8,1,87,8,1
1997/9/1,27.3,8,1,77,8,1
1997/9/2,28.4,8,1,69,8,1
1997/9/3,28.0,8,1,82,8,1
1997/9/4,26.4,8,1,75,8,1
1997/9/5,24.8,8,1,79,8,1
1997/9/6,24.9,8,1,77,8,1
1997/9/7,27.6,8,1,77,8,1
1997/9/8,26.1,8,1,83,8,1
1997/9/9,24.0,8,1,90,8,1
1997/9/10,26.1,8,1,77,8,1
1997/9/11,26.0,8,1,74,8,1
1997/9/12,24.3,8,1,81,8,1
1997/9/13,21.7,8,1,82,8,1
1997/9/14,21.3,8,1,88,8,1
1997/9/15,18.6,8,1,88,8,1
1997/9/16,18.0,8,1,91,8,1
1997/9/17,23.0,8,1,85,8,1
1997/9/18,23.3,8,1,91,8,1
1997/9/19,24.7,8,1,68,8,1
1997/9/20,21.8,8,1,58,8,1
1997/9/21,19.9,8,1,82,8,1
1997/9/22,21.2,8,1,75,8,1
1997/9/23,19.0,8,1,87,8,1
1997/9/24,19.2,8,1,79,8,1
1997/9/25,19.6,8,1,72,8,1
1997/9/26,18.3,8,1,89,8,1
1997/9/27,22.2,8,1,64,8,1
1997/9/28,20.9,8,1,54,8,1
1997/9/29,19.5,8,1,55,8,1
1997/9/30,19.2,8,1,61,8,1
1998/9/1,22.5,8,1,86,8,1
1998/9/2,23.1,8,1,79,8,1
1998/9/3,23.4,8,1,80,8,1
1998/9/4,23.3,8,1,80,8,1
1998/9/5,23.4,8,1,77,8,1
1998/9/6,23.1,8,1,74,8,1
1998/9/7,21.1,8,1,93,8,1
1998/9/8,22.3,8,1,89,8,1
1998/9/9,24.3,8,1,77,8,1
1998/9/10,24.5,8,1,75,8,1
1998/9/11,23.9,8,1,79,8,1
1998/9/12,23.8,8,1,85,8,1
1998/9/13,24.6,8,1,77,8,1
1998/9/14,24.1,8,1,77,8,1
1998/9/15,24.9,8,1,92,8,1
1998/9/16,26.9,8,1,76,8,1
1998/9/17,25.3,8,1,67,8,1
1998/9/18,22.8,8,1,94,8,1
1998/9/19,25.7,8,1,88,8,1
1998/9/20,26.8,8,1,83,8,1
1998/9/21,26.6,8,1,88,8,1
1998/9/22,28.1,8,1,79,8,1
1998/9/23,25.5,8,1,86,8,1
1998/9/24,25.7,8,1,87,8,1
1998/9/25,27.1,8,1,75,8,1
1998/9/26,23.5,8,1,88,8,1
1998/9/27,18.8,8,1,94,8,1
1998/9/28,20.0,8,1,90,8,1
1998/9/29,21.4,8,1,86,8,1
1998/9/30,21.2,8,1,93,8,1
1999/9/1,29.2,8,1,74,8,1
1999/9/2,26.7,8,1,74,8,1
1999/9/3,25.7,8,1,77,8,1
1999/9/4,25.5,8,1,77,8,1
1999/9/5,25.8,8,1,71,8,1
1999/9/6,26.0,8,1,76,8,1
1999/9/7,27.0,8,1,80,8,1
1999/9/8,28.3,8,1,80,8,1
1999/9/9,27.9,8,1,77,8,1
1999/9/10,26.8,8,1,83,8,1
1999/9/11,27.7,8,1,83,8,1
1999/9/12,28.7,8,1,79,8,1
1999/9/13,27.9,8,1,83,8,1
1999/9/14,29.5,8,1,75,8,1
1999/9/15,28.5,8,1,77,8,1
1999/9/16,23.7,8,1,81,8,1
1999/9/17,21.9,8,1,95,8,1
1999/9/18,23.4,8,1,87,8,1
1999/9/19,25.5,8,1,86,8,1
1999/9/20,27.8,8,1,86,8,1
1999/9/21,24.2,8,1,92,8,1
1999/9/22,20.0,8,1,96,8,1
1999/9/23,22.1,8,1,81,8,1
1999/9/24,26.0,8,1,80,8,1
1999/9/25,28.3,8,1,77,8,1
1999/9/26,25.7,8,1,67,8,1
1999/9/27,23.8,8,1,73,8,1
1999/9/28,24.4,8,1,75,8,1
1999/9/29,22.0,8,1,85,8,1
1999/9/30,24.7,8,1,80,8,1
2000/9/1,28.0,8,1,84,8,1
2000/9/2,29.9,8,1,77,8,1
2000/9/3,28.7,8,1,48,8,1
2000/9/4,22.6,8,1,77,8,1
2000/9/5,20.1,8,1,94,8,1
2000/9/6,23.0,8,1,94,8,1
2000/9/7,24.9,8,1,95,8,1
2000/9/8,25.8,8,1,92,8,1
2000/9/9,27.2,8,1,87,8,1
2000/9/10,27.6,8,1,85,8,1
2000/9/11,25.9,8,1,93,8,1
2000/9/12,28.2,8,1,82,8,1
2000/9/13,24.7,8,1,92,8,1
2000/9/14,25.2,8,1,94,8,1
2000/9/15,26.9,8,1,88,8,1
2000/9/16,27.5,8,1,86,8,1
2000/9/17,27.5,8,1,89,8,1
2000/9/18,26.2,8,1,69,8,1
2000/9/19,24.9,8,1,77,8,1
2000/9/20,24.4,8,1,75,8,1
2000/9/21,23.6,8,1,74,8,1
2000/9/22,23.8,8,1,75,8,1
2000/9/23,23.1,8,1,87,8,1
2000/9/24,23.6,8,1,89,8,1
2000/9/25,24.3,8,1,79,8,1
2000/9/26,21.8,8,1,73,8,1
2000/9/27,21.3,8,1,55,8,1
2000/9/28,21.7,8,1,51,8,1
2000/9/29,21.1,8,1,67,8,1
2000/9/30,21.3,8,1,84,8,1
