ダウンロードした時刻：2018/06/07 20:53:07

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1995/5/13,18.2,8,1,85,8,1
1995/5/14,18.6,8,1,73,8,1
1995/5/15,17.8,8,1,93,8,1
1995/5/16,18.3,8,1,89,8,1
1995/5/17,16.6,8,1,78,8,1
1995/5/18,18.3,8,1,61,8,1
1995/5/19,18.8,8,1,67,8,1
1995/5/20,19.7,8,1,69,8,1
1995/5/21,19.9,8,1,69,8,1
1995/5/22,20.1,8,1,75,8,1
1995/5/23,18.8,8,1,48,8,1
1995/5/24,19.9,8,1,52,8,1
1995/5/25,22.1,8,1,56,8,1
1995/5/26,20.7,8,1,79,8,1
1995/5/27,20.6,8,1,52,8,1
1995/5/28,19.8,8,1,66,8,1
1995/5/29,17.7,8,1,87,8,1
1995/5/30,20.3,8,1,79,8,1
1995/5/31,21.6,8,1,71,8,1
1996/5/1,19.0,8,1,80,8,1
1996/5/2,18.9,8,1,88,8,1
1996/5/3,19.2,8,1,50,8,1
1996/5/4,18.1,8,1,64,8,1
1996/5/5,14.5,8,1,75,8,1
1996/5/6,16.3,8,1,47,8,1
1996/5/7,13.0,8,1,53,8,1
1996/5/8,14.3,8,1,72,8,1
1996/5/9,14.2,8,1,88,8,1
1996/5/10,17.6,8,1,56,8,1
1996/5/11,17.7,8,1,58,8,1
1996/5/12,14.1,8,1,74,8,1
1996/5/13,12.7,8,1,76,8,1
1996/5/14,13.8,8,1,71,8,1
1996/5/15,17.1,8,1,73,8,1
1996/5/16,16.5,8,1,70,8,1
1996/5/17,14.1,8,1,73,8,1
1996/5/18,11.6,8,1,74,8,1
1996/5/19,14.4,8,1,71,8,1
1996/5/20,17.6,8,1,72,8,1
1996/5/21,19.9,8,1,69,8,1
1996/5/22,17.8,8,1,90,8,1
1996/5/23,18.2,8,1,80,8,1
1996/5/24,19.5,8,1,74,8,1
1996/5/25,19.7,8,1,67,8,1
1996/5/26,20.9,8,1,75,8,1
1996/5/27,21.6,8,1,77,8,1
1996/5/28,22.4,8,1,73,8,1
1996/5/29,21.8,8,1,76,8,1
1996/5/30,21.3,8,1,79,8,1
1996/5/31,23.1,8,1,73,8,1
1997/5/1,18.2,8,1,67,8,1
1997/5/2,19.9,8,1,77,8,1
1997/5/3,17.8,8,1,71,8,1
1997/5/4,16.0,8,1,89,8,1
1997/5/5,20.6,8,1,75,8,1
1997/5/6,21.8,8,1,73,8,1
1997/5/7,21.0,8,1,64,8,1
1997/5/8,22.5,8,1,81,8,1
1997/5/9,14.9,8,1,73,8,1
1997/5/10,16.9,8,1,62,8,1
1997/5/11,20.0,8,1,62,8,1
1997/5/12,18.7,8,1,64,8,1
1997/5/13,17.8,8,1,72,8,1
1997/5/14,18.5,8,1,89,8,1
1997/5/15,19.5,8,1,92,8,1
1997/5/16,22.6,8,1,80,8,1
1997/5/17,21.5,8,1,81,8,1
1997/5/18,20.1,8,1,61,8,1
1997/5/19,18.7,8,1,75,8,1
1997/5/20,15.3,8,1,88,8,1
1997/5/21,16.9,8,1,76,8,1
1997/5/22,15.1,8,1,74,8,1
1997/5/23,15.8,8,1,75,8,1
1997/5/24,16.9,8,1,90,8,1
1997/5/25,19.1,8,1,77,8,1
1997/5/26,19.1,8,1,64,8,1
1997/5/27,16.4,8,1,74,8,1
1997/5/28,18.7,8,1,64,8,1
1997/5/29,20.2,8,1,64,8,1
1997/5/30,20.6,8,1,77,8,1
1997/5/31,20.3,8,1,77,8,1
1998/5/1,18.2,8,1,65,8,1
1998/5/2,22.4,8,1,74,8,1
1998/5/3,20.9,8,1,87,8,1
1998/5/4,12.9,8,1,72,8,1
1998/5/5,16.0,8,1,70,8,1
1998/5/6,20.2,8,1,79,8,1
1998/5/7,22.8,8,1,83,8,1
1998/5/8,23.1,8,1,84,8,1
1998/5/9,17.7,8,1,65,8,1
1998/5/10,19.0,8,1,68,8,1
1998/5/11,14.8,8,1,63,8,1
1998/5/12,16.9,8,1,91,8,1
1998/5/13,23.1,8,1,71,8,1
1998/5/14,17.8,8,1,60,8,1
